as_of,symbol,sec_type,underlying,expiry,right,strike,quantity,avg_cost,market_price,market_value,unrealized_pnl,realized_pnl,delta,gamma,theta,vega,iv,spx_delta,underlying_price,greeks_source,bid,ask,mid,spread,bid_ask_source,bid_ask_available
2026-03-08T21:49:57.602175+00:00,EXJ6 P6925,FOP,MES,2026-04-30,P,6925.0,-1.0,902.09,271.7286072,-1358.64,-456.55,0.0,2.902279293390384,-0.003850124472795773,0.9429004616845305,-51.22921062347359,0.18707409116944743,2.902279293390384,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2DH6 P6805,FOP,ES,2026-03-12,P,6805.0,-1.0,2348.58,116.39647675,-5819.82,-3471.24,0.0,30.04632378801514,-0.09599125196627768,146.8044429923566,-166.60608313384273,0.23169633828329,30.04632378801514,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,ESH6 P6810,FOP,ES,2026-03-20,P,6810.0,-2.0,3467.33,154.94743345,-15494.74,-8560.08,0.0,57.90183855105163,-0.13307733595000362,420.2779035080397,-501.03208650073157,0.22327868240985563,57.90183855105163,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E1CJ6 P6810,FOP,ES,2026-04-01,P,6810.0,-1.0,6423.58,171.86413575,-8593.21,-2169.63,0.0,24.80313100589622,-0.04849461631951272,1.6909341997688898,-360.72857647714045,0.22423663032080762,24.80313100589622,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,ESH6 P6900,FOP,ES,2026-03-20,P,6900.0,-1.0,5448.58,200.90086365,-10045.04,-4596.46,0.0,35.967653302200794,-0.06587225913775226,151.17315750132718,-232.64421004700893,0.1933182645792228,35.967653302200794,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EWJ6 P6725,FOP,ES,2026-04-30,P,6725.0,-1.0,5873.58,200.1016083,-10005.08,-4131.5,0.0,21.455288740767408,-0.03333809879419343,-29.98341360412269,-515.7270608714269,0.222200405182641,21.455288740767408,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EW2H6 C7000,FOP,ES,2026-03-13,C,7000.0,1.0,2226.42,2.28511045,114.26,-2112.16,0.0,1.76019946877235,0.028782698679261427,-41.439190549633054,40.331731849266816,0.1556626990070828,1.76019946877235,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,ESH6 P6760,FOP,ES,2026-03-20,P,6760.0,-2.0,3199.83,134.64489745,-13464.49,-7064.83,0.0,51.033126034443995,-0.12715281222789115,464.60669702550206,-519.5302864095112,0.23868102708721253,51.033126034443995,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EXH6 P6975,FOP,MES,2026-03-31,P,6975.0,-1.0,749.53,245.5239868,-1227.62,-478.09,0.0,3.459001481789434,-0.0053272252407124635,-4.844949656335301,-31.338661169475017,0.1863766276206077,3.459001481789434,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 C6780,FOP,ES,2026-03-09,C,6780.0,1.0,1551.42,29.7440605,1487.2,-64.22,0.0,20.239327937058793,0.16252845497651797,-487.2714452861601,117.90318014573131,0.19529740758320954,20.239327937058793,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 C6965,FOP,ES,2026-03-09,C,6965.0,1.0,126.42,0.1335992,6.68,-119.74,0.0,0.3831741218996193,0.012131539584283885,-9.892736916408218,7.823725310211316,0.1419070430598709,0.3831741218996193,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EWJ6 C7075,FOP,ES,2026-04-30,C,7075.0,1.0,4301.42,69.80249785,3490.12,-811.3,0.0,13.97001735738786,0.03809316306867618,-104.22428224296709,447.03469939902334,0.16552315350124108,13.97001735738786,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EWH6 P6950,FOP,ES,2026-03-31,P,6950.0,-1.0,5198.58,230.1209717,-11506.05,-6307.47,0.0,32.87916947789721,-0.05378097737195384,-81.62377645312519,-326.68369797434025,0.18984252293216547,32.87916947789721,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,AMZN,STK,,,,,3.0,233.50013335,212.5,637.5,-63.0,0.0,0.1625625,,,,,0.1625625,212.5,,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2CH6 C6815,FOP,ES,2026-03-11,C,6815.0,1.0,2391.42,37.51242065,1875.62,-515.8,0.0,18.01378147230364,0.10734456813858034,-431.8026789788064,147.59787211185085,0.218687717601029,18.01378147230364,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EWH6 P6650,FOP,ES,2026-03-31,P,6650.0,1.0,4398.92,119.7293701,5986.47,1587.55,0.0,-17.899396034666758,0.04012677790525704,-66.91149542011772,332.05515616823504,0.2591336991714544,-17.899396034666758,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EW2H6 P6825,FOP,ES,2026-03-13,P,6825.0,-1.0,2823.58,134.99549865,-6749.77,-3926.19,0.0,31.41861903541619,-0.08751881219620382,102.01317021264913,-176.4338992062676,0.2306218014808222,31.41861903541619,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EXH6 P6825,FOP,MES,2026-03-31,P,6825.0,1.0,860.41,175.4417877,877.21,16.8,0.0,-2.586945609061507,0.005031288995006477,-10.182629590838133,35.31233404857403,0.22225798998259713,-2.586945609061507,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,X2AH6 P6735,FOP,MES,2026-03-09,P,6735.0,-1.0,257.09,47.13171005,-235.66,21.43,0.0,2.2685318412647666,-0.01561619548070643,39.79689215581857,-12.038251209808095,0.20622309956297494,2.2685318412647666,6742.14990234375,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 C6895,FOP,ES,2026-03-09,C,6895.0,1.0,168.92,1.5439116,77.2,-91.72,0.0,2.9077803352741785,0.06397107717299502,-82.71881819591727,38.22005572685612,0.14735415117567058,2.9077803352741785,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EX3J6 C7175,FOP,MES,2026-04-17,C,7175.0,-1.0,254.59,27.2518444,-136.26,118.33,0.0,-0.7441955744077532,-0.003362039377268932,8.48163059177466,-27.662321565700836,0.1542882925005045,-0.7441955744077532,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EXH6 P6725,FOP,MES,2026-03-31,P,6725.0,1.0,317.91,140.4354706,702.18,384.27,0.0,-2.0943079857876,0.004482875892017027,-18.82629402299017,34.67209871489558,0.24320549217069828,-2.0943079857876,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,X2AH6 C6930,FOP,MES,2026-03-09,C,6930.0,1.0,100.41,0.62785445,3.14,-97.27,0.0,0.1081306798506291,0.002869537906143673,-2.793257034476291,1.792916622377163,0.14818788150273773,0.1081306798506291,6742.14990234375,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EWH6 C7080,FOP,ES,2026-03-31,C,7080.0,1.0,3501.42,22.63323785,1131.66,-2369.76,0.0,8.359512610468254,0.04488862807729864,-119.07530570476865,228.96707332323558,0.15670255187098908,8.359512610468254,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,MESH6 P6675,FOP,MES,2026-03-20,P,6675.0,1.0,285.41,101.32247925,506.61,221.2,0.0,-2.046985136728257,0.005662055096923769,-24.373553566854227,25.616216199144404,0.2542527553468794,-2.046985136728257,6742.5,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 C6850,FOP,ES,2026-03-09,C,6850.0,2.0,351.42,6.5040989,650.41,-52.43,0.0,16.607916905760938,0.24582660035369377,-493.2610273605178,155.6458852522837,0.16187459831716516,16.607916905760938,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 C6975,FOP,ES,2026-03-09,C,6975.0,1.0,2486.42,0.09876785,4.94,-2481.48,0.0,0.30508200409569186,0.009804022488282145,-7.877441456071743,6.471934921563971,0.14280159594586475,0.30508200409569186,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,MESH6 C6880,FOP,MES,2026-03-20,C,6880.0,-1.0,484.59,49.09375765,-245.47,239.12,0.0,-1.5698702453543691,-0.006693115116996032,17.55919775524376,-23.243685112387382,0.1986234139660934,-1.5698702453543691,6742.5,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EX2H6 C6850,FOP,MES,2026-03-13,C,6850.0,-1.0,502.03,36.1157913,-180.58,321.45,0.0,-1.586255574915151,-0.008660949884610454,31.61675154165323,-16.680338214780477,0.21233907841551805,-1.586255574915151,6742.14990234375,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 C6955,FOP,ES,2026-03-09,C,6955.0,1.0,176.42,0.1843513,9.22,-167.2,0.0,0.49422649682468406,0.015279613019928426,-12.819689341999752,9.642608351735047,0.14139816788285156,0.49422649682468406,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 P6495,FOP,ES,2026-03-09,P,6495.0,1.0,166.42,5.50528095,275.26,108.84,0.0,-3.3185539408394393,0.03690731933579953,-154.3615475374409,40.653501315438234,0.28503991053657446,-3.3185539408394393,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EWH6 P6730,FOP,ES,2026-03-31,P,6730.0,1.0,3563.92,142.68940735,7134.47,3570.55,0.0,-21.086671768796393,0.044963579742586614,-39.43152537556216,347.2984656097651,0.24321294345161687,-21.086671768796393,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,MESH6 P6625,FOP,MES,2026-03-20,P,6625.0,1.0,432.91,87.53167725,437.66,4.75,0.0,-1.8041214851776726,0.005195918413669498,-25.385523767398865,24.700889428929287,0.2663327601446616,-1.8041214851776726,6742.5,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2CH6 P6570,FOP,ES,2026-03-11,P,6570.0,-1.0,998.58,30.23345565,-1511.67,-513.09,0.0,10.623397219790009,-0.0619595414126997,289.5684917987637,-115.26631324932168,0.29557637657835645,10.623397219790009,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E1AJ6 C7150,FOP,ES,2026-04-06,C,7150.0,-1.0,721.08,14.9161968,-745.81,-24.73,0.0,-5.837186159136832,-0.034773392201418375,78.66502856073794,-203.71267419505443,0.14308122596033726,-5.837186159136832,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E4AH6 C6960,FOP,ES,2026-03-23,C,6960.0,1.0,3626.42,44.62078095,2231.04,-1395.38,0.0,14.483829291096217,0.06202107983010482,-226.66326288343726,252.58872051122125,0.18516611972566321,14.483829291096217,6790.69970703125,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EX3J6 C7225,FOP,MES,2026-04-17,C,7225.0,-1.0,184.59,18.58974455,-92.95,91.64,0.0,-0.544055235938131,-0.0028255540270737687,5.6966184486935845,-22.61730742252155,0.14900234790314432,-0.544055235938131,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E2AH6 C6875,FOP,ES,2026-03-09,C,6875.0,1.0,163.92,3.0374801,151.87,-12.05,0.0,4.898229852778612,0.09086966716384702,-143.1129508098877,55.284966128647284,0.1527449459402423,4.898229852778612,6740.35009765625,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EX3J6 C7275,FOP,MES,2026-04-17,C,7275.0,-1.0,127.09,12.38256835,-61.91,65.18,0.0,-0.3815262124375054,-0.002257515170216449,4.11574891530222,-17.746681001405307,0.1446475620877193,-0.3815262124375054,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,MESH6 C7175,FOP,MES,2026-03-20,C,7175.0,-1.0,220.84,0.96263955,-4.81,216.03,0.0,-0.048921486377379024,-0.0007305470786010382,0.8398632538775802,-2.019999780413806,0.14700840582733316,-0.048921486377379024,6742.5,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,EXH6 P6425,FOP,MES,2026-03-31,P,6425.0,-1.0,418.34,69.6994858,-348.5,69.84,0.0,1.1244166162723412,-0.0027840360571639695,10.399066262496035,-26.838079499553942,0.29345728550854566,1.1244166162723412,6792.25,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,MESH6 C7125,FOP,MES,2026-03-20,C,7125.0,1.0,286.66,2.23625805,11.18,-275.48,0.0,0.1011258047545335,0.0013652968912752765,-1.482576027502115,3.827896505275097,0.15098248145439602,0.1011258047545335,6742.5,live,,,,,none,False
2026-03-08T21:49:57.602175+00:00,E1AJ6 C7025,FOP,ES,2026-04-06,C,7025.0,2.0,3188.92,48.1326294,4813.26,-1564.58,0.0,26.162882888184924,0.09701512605082166,-334.06806094976673,651.3113445644194,0.1675594082079828,26.162882888184924,6790.69970703125,live,,,,,none,False
